gene,sample_id,coef,se,n_cells,pval,dispersion
CD37,Lung13,0.00236470705975151,0.000622285232505625,13609,0.00014467434299753,0.339031144598675
CD38,Lung5,0.00107820901097173,0.000352719872103001,37735,0.00223681953007751,0.377489318469355
CD38,Lung6,0.00147267678616594,0.00193087577450968,3252,0.445643000063699,0.19987875140492
CD38,Lung9,0.00248384926586405,0.000646998445181198,21893,0.000123519142705019,0.242078409437471
CD38,Lung12,0.000784362454045513,0.000467961862561253,16548,0.0937137622259481,0.459595191161044
CD38,Lung13,-0.00132892999727911,0.000907558892948345,13609,0.143114551984086,0.197464798261149
CD3D,Lung5,0.00100907576634857,0.000317970965639746,37735,0.00150621212441713,0.427488778854895
CD3D,Lung6,0.00159052368645373,0.00165052282052495,3252,0.335222228995972,0.251316961696154
CD3D,Lung9,0.00267966731010084,0.000710427670496083,21893,0.000162004452497438,0.206671010866344
CD3D,Lung12,-8.60684884161306e-05,0.000419985740871359,16548,0.837625308135364,0.525548662000103
CD3D,Lung13,0.00144721966066118,0.000822912620842926,13609,0.07863607022585,0.233307750850409
CD3E,Lung5,-0.00100905869795881,0.000118011527187199,37735,1.22546222921678e-17,1.16084180018877
CD3E,Lung6,0.00129416047037369,0.000876388876736437,3252,0.139756985256516,0.554447920152825
CD3E,Lung9,0.00128484989382006,0.000421918156795655,21893,0.00232480325406466,0.419290767477148
CD3E,Lung12,-0.00025686890086826,0.000226513457526368,16548,0.256789659111613,0.93468278013765
CD3E,Lung13,0.000124521472280353,0.000394287513936385,13609,0.752143777053722,0.604722831330055
CD3G,Lung5,0.00158197461497045,0.000352610215003227,37735,7.24134247496693e-06,0.398048543519458
CD3G,Lung6,0.00308456401738029,0.00185767100161431,3252,0.0968245859428992,0.206080776789338
CD3G,Lung9,0.00181324644242958,0.000728373079663635,21893,0.0127941862285191,0.198183657661942
CD3G,Lung12,0.000176892884646505,0.000446041082365895,16548,0.691674041494705,0.486194640409476
CD3G,Lung13,0.000933458023803073,0.000863476717297857,13609,0.279676666320372,0.214432708185618
CD4,Lung5,3.93148551216699e-05,0.000259663263704028,37735,0.879654609127225,0.523963412807721
CD4,Lung6,0.00246847311632698,0.00103067398424675,3252,0.0166199727959807,0.44073151071735
CD4,Lung9,0.00280848053726382,0.000520869581182957,21893,6.97137016528887e-08,0.306171291564167
CD4,Lung12,0.000393212707118353,0.000400805517733536,16548,0.326565066313645,0.542657474703324
CD4,Lung13,0.00139940285207028,0.00058724915750397,13609,0.0171731388435678,0.361986668590838
CD40,Lung5,6.48237224078e-05,0.000280002108152461,37735,0.816917412584745,0.483542363223146
CD40,Lung6,0.000361436433130584,0.00130322236645783,3252,0.781518610979342,0.350906468978204
CD40,Lung9,-0.00226879993089444,0.000500194966294804,21893,5.73770602023788e-06,0.324957538477267
CD40,Lung12,0.000609617205920681,0.000452642139953289,16548,0.178045528859128,0.480973238454273
CD40,Lung13,-0.000343572979186305,0.000521082247299042,13609,0.509674245799008,0.420108567119835
CD40LG,Lung5,-4.35445203298095e-06,0.000410053044133611,37735,0.991527230929582,0.297106369303134
CD40LG,Lung6,-0.00174486044401549,0.00240475430284317,3252,0.468091487102902,0.155372771446056
CD40LG,Lung9,0.000778174281705345,0.000753124084368669,21893,0.30148143939768,0.193887835552539
CD40LG,Lung12,0.000701219729872049,0.000503743000196122,16548,0.163916703109475,0.426465917962328
CD40LG,Lung13,-0.000564197189782676,0.000919089987155253,13609,0.539304529559471,0.201362277459721
CD44,Lung5,0.000311872737445742,0.000160903857032351,37735,0.0525920953022532,0.897601357901838
CD44,Lung6,0.000194693135024279,0.000741584126477161,3252,0.792907605749602,0.659556870275909
CD44,Lung9,7.47531960978516e-05,0.000306301496127803,21893,0.80719129708134,0.581539873385506
CD44,Lung12,-0.000259907027343514,0.000268656733676035,16548,0.33332829404353,0.825239917643951
CD44,Lung13,0.000914218284541674,0.000304595930875181,13609,0.00268729533597713,0.752392370075095
CD47,Lung5,0.000692248537687445,0.000275043083439219,37735,0.0118401466013329,0.504421825026331
CD47,Lung6,0.00143011820010554,0.00103331922603116,3252,0.166357153493325,0.451911297810479
CD47,Lung9,-0.000164248258551637,0.000543980234350432,21893,0.762699390711091,0.292364138849799
CD47,Lung12,0.000367827838490195,0.00044550411376202,16548,0.409006016777478,0.488213939526565
CD47,Lung13,-0.000334651031901774,0.000562319226599224,13609,0.551758965201153,0.387201206539741
CD48,Lung5,0.00228585339289196,0.000284036336797651,37735,8.43300752563606e-16,0.547688698042558
CD48,Lung6,0.00301282914795316,0.00158346400448524,3252,0.0570819952587769,0.251477673340591
CD48,Lung9,0.00181425415938658,0.000577549645382421,21893,0.00168202171689207,0.274800846929301
CD48,Lung12,0.000667926368327091,0.000407253954603055,16548,0.100989911310353,0.549734043183905
CD48,Lung13,-6.18698559553133e-05,0.000594931835486333,13609,0.917173423559114,0.35735217328843
CD52,Lung5,0.00229666931083975,0.000288912199025578,37735,1.87465822652843e-15,0.532247501922292
CD52,Lung6,0.0047271395244503,0.00138451944807056,3252,0.000639503993947334,0.295328360924899
CD52,Lung9,0.00370207442810249,0.000653449433649383,21893,1.46653141716606e-08,0.237370758705271
CD52,Lung12,0.00141071724046881,0.000490426990290286,16548,0.00402101796153084,0.430347737845906
CD52,Lung13,0.000440303212109151,0.000550920083947169,13609,0.424166158511781,0.403208232249712
CD53,Lung5,0.00150699480367184,0.000210771943726757,37735,8.68516956104458e-13,0.762008386906651
CD53,Lung6,0.00226191136974975,0.00135611086600737,3252,0.0953276656644796,0.321048599538413
CD53,Lung9,0.00336050202072525,0.000519603193753745,21893,9.96776797809902e-11,0.316211031645498
CD53,Lung12,0.000871542970815493,0.000418090865163094,16548,0.0371076337782173,0.524351354947242
CD53,Lung13,0.000427765685351753,0.00050910192357263,13609,0.400776163798898,0.430202262962782
CD55,Lung5,-5.23403259367209e-05,0.00018519123670551,37735,0.77746161224279,0.81655259987889
CD55,Lung6,0.00230245369895787,0.00079638175839719,3252,0.00383843184898474,0.668919302650773
CD55,Lung9,0.000404086010290931,0.000482985564934515,21893,0.402793828435445,0.349348672564689
CD55,Lung12,-0.000386425842312996,0.000325568610606547,16548,0.235256818465345,0.703085893192787
CD55,Lung13,-0.00365481410095483,0.000309063850525896,13609,2.88408998505247e-32,0.78206016260153
CD58,Lung5,-7.29866098173291e-05,0.000306018939864607,37735,0.811490546340948,0.43640564192397
CD58,Lung6,-0.000102249705946715,0.00155215708050682,3252,0.947476647745892,0.288602273482823
CD58,Lung9,0.00171778974379903,0.0006709533867605,21893,0.0104605262818855,0.224299944316805
CD58,Lung12,0.000310431321581874,0.000412558285381944,16548,0.451777806845634,0.53010224102893
CD58,Lung13,-0.0013712929324259,0.000756127855117696,13609,0.0697435169046693,0.253945120318247
CD59,Lung5,0.000163052838130564,0.000164417516690108,37735,0.32134393015036,0.871958141335435
CD59,Lung6,0.00142451257842857,0.000643542832478199,3252,0.026859927541935,0.722164135088237
CD59,Lung9,0.000655394161968422,0.000456344765017314,21893,0.150950544201329,0.357857183715132
CD59,Lung12,-0.000271176863348951,0.000356082268640129,16548,0.446324582673594,0.616109616747607
CD59,Lung13,0.000998076291996798,0.000437659213462631,13609,0.0225788012785855,0.528496948215784
CD5L,Lung5,-0.000401098522048779,0.000376618456639876,37735,0.286876091089916,0.32690486756192
CD5L,Lung6,-0.00287470146290977,0.00255047296259209,3252,0.25968969686306,0.145979395813754
CD5L,Lung9,-0.000752710278541987,0.00072026698493842,21893,0.296002898789017,0.208781979856404
CD5L,Lung12,0.00010026685936661,0.000433184935672636,16548,0.81695409634151,0.508268520943366
CD5L,Lung13,-0.000365437563568066,0.000906181675477454,13609,0.686748245679682,0.208087818026828
CD63,Lung5,-0.00024165699499085,7.92295417433055e-05,37735,0.00228775087987721,1.34376333113286
CD63,Lung6,-0.000106038803024185,0.00045658312780107,3252,0.816348315826374,0.992484558620773
CD63,Lung9,-0.00077904723239081,0.000191567085932571,21893,4.76821071477872e-05,0.896327031633252
CD63,Lung12,0.000238887844697084,0.000197197709326439,16548,0.225737206038085,1.0546145508794
CD63,Lung13,-0.000381231254250887,0.000183312985329608,13609,0.0375554420285373,1.08411876038968
CD68,Lung5,0.000245587586043756,0.000169451301860234,37735,0.147250832415498,0.93628279660088
CD68,Lung6,0.00164988115067165,0.000714489333757897,3252,0.02093385335889,0.747234215818938
CD68,Lung9,0.00101817904391161,0.000340989388046767,21893,0.00282694034130488,0.539255630576779
CD68,Lung12,0.00106015005916724,0.000280348921491593,16548,0.00015586251497088,0.8376671035544
CD68,Lung13,0.00162579288039323,0.00020980723358183,13609,9.26307429007025e-15,1.17852434809245
CD69,Lung5,0.00175301121573206,0.000308753502009566,37735,1.36514100329788e-08,0.491462378108943
CD69,Lung6,0.0038273223856958,0.00173098263065806,3252,0.0270310452076541,0.232890267414055
CD69,Lung9,-0.000507135340812386,0.00060407000893628,21893,0.401171547391617,0.26529056421041
CD69,Lung12,-0.000296349933816632,0.000416124177672986,16548,0.476361329649154,0.549424558436011
CD69,Lung13,-0.000186804156960541,0.000745744078408992,13609,0.802205613950526,0.269153015463388
CD70,Lung5,0.000393613595231358,0.000342629257788839,37735,0.250637130587148,0.378368742507105
CD70,Lung6,-8.33581053803184e-05,0.00183980181036538,3252,0.963861652798825,0.214579706993511
CD70,Lung9,0.00130616544004777,0.000601008605180583,21893,0.0297585666765764,0.270114888297169
CD70,Lung12,-0.000893013243674005,0.000377251063110176,16548,0.0179252307630525,0.588328109946967
CD70,Lung13,-0.000748964402770747,0.000762302011272564,13609,0.325851853949525,0.255939366648729
CD74,Lung5,0.00251024454683639,8.35254660244441e-05,37735,1.95665592756119e-198,2.92307232697626
CD74,Lung6,0.00266471364029347,0.000358485144430829,3252,1.05952551722487e-13,1.6938526747644
CD74,Lung9,0.00267703777988013,0.000213130158779348,21893,3.47787008149538e-36,0.973543529050618
CD74,Lung12,0.00352177221268478,0.000188285028553405,16548,4.55211495556811e-78,1.56291950650872
CD74,Lung13,-5.74757531953271e-05,0.000110019345820825,13609,0.601381435549179,2.26589706803725
CD79A,Lung5,0.00276756279425075,0.000359215030323242,37735,1.31383517025784e-14,0.405089006218974
CD79A,Lung6,0.00150624985789151,0.00253288006090909,3252,0.55205825280542,0.132853714504178
CD79A,Lung9,0.00276557965632952,0.000737961383351258,21893,0.000178538932730753,0.201836274879459
CD79A,Lung12,-0.000399692349101128,0.000511819654190517,16548,0.434847083482368,0.406707572708359
CD79A,Lung13,0.00166816492208958,0.000899360147251988,13609,0.063619753680721,0.208800673824114
CD80,Lung5,-0.000210908273929512,0.000335522780692575,37735,0.529613587360002,0.386125926055429
CD80,Lung6,0.000206799723167115,0.00185978594660849,3252,0.911461364779311,0.211252674150912
CD80,Lung9,0.00159116896398299,0.000660280791146937,21893,0.0159596567981915,0.234338934454544
CD80,Lung12,0.000684714221284039,0.00040221252298256,16548,0.0886861752244342,0.556016504404825
CD80,Lung13,0.000121619888056004,0.000795351472533189,13609,0.878466578237705,0.239428994574379
CD81,Lung5,-0.000302296459283943,0.000115576098984373,37735,0.00890807318257476,1.11742849869059
CD81,Lung6,0.00188048919066239,0.000539597236457977,3252,0.000492161509911482,0.845255068123464
CD81,Lung9,-0.000343629181163928,0.000246121194523662,21893,0.162660674810109,0.715991843217678
CD81,Lung12,0.000262197346110043,0.000238003118690171,16548,0.270611650231916,0.922520394099408
CD81,Lung13,0.0014798527321561,0.000271646523074902,13609,5.10211361704398e-08,0.843765602989719
CD83,Lung5,0.000906880534213098,0.000311420543394585,37735,0.00359034367245028,0.463929760594518
CD83,Lung6,0.0017630169619502,0.00166109498959967,3252,0.288527098065733,0.240536156153013
CD83,Lung9,-0.000318756259728037,0.000548885554249026,21893,0.561420042353287,0.301539917438547
CD83,Lung12,0.000814484953389386,0.000386589193316687,16548,0.0351306934158891,0.585179868459997
CD83,Lung13,0.000760494691632664,0.000710074580636911,13609,0.284166380180503,0.288261633271177
CD84,Lung5,0.00146016397012682,0.000357912232152464,37735,4.50995838692194e-05,0.38585255211168
CD84,Lung6,0.00748612091945349,0.00186754469338577,3252,6.10962175287672e-05,0.208367999526723
CD84,Lung9,0.00216024692809069,0.000677153315024846,21893,0.00142179871054664,0.228141222795668
CD84,Lung12,0.000433294983834982,0.00048633869753511,16548,0.372965347996745,0.440113696250718
CD84,Lung13,-0.000841762623364488,0.000657080476529175,13609,0.20017093090251,0.31254371069552
CD86,Lung5,-0.000256116974291717,0.000417897798056267,37735,0.539962378985927,0.279537442153913
CD86,Lung6,-0.004264434813805,0.00229517354896452,3252,0.0631688682998904,0.172601758008775
CD86,Lung9,-0.000967749125965657,0.00075395410238298,21893,0.199294189431037,0.194002753991689
CD86,Lung12,-0.000694902386711775,0.000462330396632979,16548,0.132828000313324,0.469873925579567
CD86,Lung13,-0.000667177152649889,0.000796026418652827,13609,0.40195520511896,0.240625252739826
CD8A,Lung5,-0.000100440346446109,0.000318180640522536,37735,0.752252370729553,0.423454164304873
CD8A,Lung6,0.00676094613504909,0.001844376812896,3252,0.000246655606448763,0.213446634254099
CD8A,Lung9,0.00109937453099104,0.000623412630383145,21893,0.0778198850173198,0.250851117116559
CD8A,Lung12,-6.85432278622095e-05,0.000394794816856611,16548,0.862166199827213,0.563393850969386
CD8A,Lung13,0.000821562506082026,0.000830713657432494,13609,0.322670975676836,0.231238188882093
CD8B,Lung5,3.5482497327376e-05,0.000464793074263521,37735,0.939148271152141,0.248873454160401
CD8B,Lung6,-0.00186520866517208,0.00217188333794963,3252,0.39045207324969,0.181099598590619
CD8B,Lung9,-0.00106912551456713,0.00084007223195016,21893,0.203139060687112,0.166050943242263
CD8B,Lung12,0.000183815709561582,0.0005424856435947,16548,0.734730441099069,0.385370090527114
CD8B,Lung13,0.000746963104563257,0.000994304050666085,13609,0.45250694256216,0.179390108318212
CD9,Lung5,-0.00136975265306879,0.000200097584532787,37735,7.62501028323297e-12,0.6861026053464
CD9,Lung6,-0.00877281530941574,0.00069962028828252,3252,4.54450353354122e-36,0.837806278431794
CD9,Lung9,0.000496782434010695,0.000476510794685761,21893,0.297160544290476,0.35223435033402
CD9,Lung12,0.000534110941292588,0.000351338322438323,16548,0.128456123828271,0.63537475825855
CD9,Lung13,0.000450140814035667,0.000311540191913637,13609,0.148489230968643,0.750015745944659
CDH1,Lung5,-0.00242238802991093,0.000344784430623762,37735,2.12836184812249e-12,0.336274931171281
CDH1,Lung6,-0.00853319673509198,0.00152431744899894,3252,2.16783259371211e-08,0.343171174445263
CDH1,Lung9,0.000662560346734091,0.000695212566076115,21893,0.340573475302744,0.214568134416728
CDH1,Lung12,-0.000695049154023929,0.000442099806899505,16548,0.115914749230484,0.492594350088666
CDH1,Lung13,-0.00478981641506272,0.000842574228618689,13609,1.31010915616505e-08,0.220272914665285
CDH11,Lung5,0.000238294938472294,0.000100869163294881,37735,0.0181562491371471,1.29353846081625
CDH11,Lung6,0.00031527378451097,0.000460870219581665,3252,0.493922342150588,1.12362123324571
CDH11,Lung9,0.000756859811918653,0.000254661564845777,21893,0.00295845337942189,0.710322112858538
CDH11,Lung12,0.00128149267084955,0.000233170558168416,16548,3.88622610807483e-08,0.963195496901623
CDH11,Lung13,-0.000169485345917503,0.000238768297498885,13609,0.477808406372428,0.992705496750961
CDH5,Lung5,-0.000686475849226256,0.000326112401403364,37735,0.0352888406160557,0.390288412766153
CDH5,Lung6,-0.000963273146170561,0.00181913810204368,3252,0.596443577679625,0.220929684679215
CDH5,Lung9,0.00175269176223762,0.000605747281939644,21893,0.00381050396695707,0.259329216490835
CDH5,Lung12,0.000233702321374787,0.000447136831081573,16548,0.601208099803677,0.480204951246319
CDH5,Lung13,0.00202047225580225,0.000786365514663012,13609,0.0101880509657071,0.253669211090609
CDKN1A,Lung5,0.000819415273907524,0.000165297606111263,37735,7.15119387834939e-07,0.965737538846342
CDKN1A,Lung6,-0.00148452727338634,0.00100267175030939,3252,0.138720779706658,0.488464970075219
CDKN1A,Lung9,-0.000654266086712231,0.000358409416897529,21893,0.0679299456828808,0.514722483757643
CDKN1A,Lung12,-0.000823638022637624,0.000311790340558336,16548,0.00825055541861114,0.725105063183526
CDKN1A,Lung13,0.0013616161241068,0.000372686439513041,13609,0.000258672973663614,0.660746462008056
CDKN3,Lung5,-0.000466228969049736,0.000327967856535751,37735,0.155151381835506,0.380681235423783
CDKN3,Lung6,-0.00246090794787663,0.00196158139686974,3252,0.209641051835994,0.206948954488806
CDKN3,Lung9,0.000801642951988133,0.000587625538689961,21893,0.172502383549748,0.274404956796989
CDKN3,Lung12,-0.00030451831029978,0.000375461499163524,16548,0.417336557922687,0.589625599772234
CDKN3,Lung13,-0.00194481313091774,0.000779974187463209,13609,0.0126514571474589,0.238410819929368
CEACAM1,Lung5,-0.000717673344470817,0.000445250781039468,37735,0.106996602227491,0.252391151479012
CEACAM1,Lung6,-0.00128734564255815,0.00226920337737132,3252,0.570502424309307,0.165758967280765
CEACAM1,Lung9,-0.000751995456931671,0.000925569048575624,21893,0.416523002857763,0.142421163681965
CEACAM1,Lung12,-0.000766205090228008,0.000582792223435307,16548,0.188606042535517,0.349787996433114
CEACAM1,Lung13,-0.000877813955454349,0.0011709293911362,13609,0.453451772585923,0.133883754202251
CEACAM6,Lung5,-0.00798199495544166,0.000274666882326527,37735,1.12922627234589e-185,0.41297190118122
CEACAM6,Lung6,-0.000102170342177033,0.00163065122913527,3252,0.95004030905813,0.268170343687467
CEACAM6,Lung9,0.000914944320861094,0.000809790649246217,21893,0.258538209460736,0.171556332741001
CEACAM6,Lung12,-0.00164869956916555,0.000579766116379077,16548,0.00445885079872499,0.349315208990183
CEACAM6,Lung13,-0.00391064020518907,0.000793905972673581,13609,8.40060673969068e-07,0.243823007651792
CELSR1,Lung5,-0.000591938526368468,0.000339365181380891,37735,0.0811150907552919,0.366359314418206
CELSR1,Lung6,-0.00517316344841537,0.00133288259978479,3252,0.00010394888958415,0.382872322154358
CELSR1,Lung9,0.000114802133023549,0.000527013788327528,21893,0.827557548427283,0.317985257226849
CELSR1,Lung12,-0.000761948357489947,0.000431563803398509,16548,0.0774710306828433,0.51441345417425
CELSR1,Lung13,-0.00160635927089419,0.000627294390435903,13609,0.010443922067599,0.338442799470396
CELSR2,Lung5,-0.00100387875151605,0.000397225678820151,37735,0.0114967751356018,0.292573356743612
CELSR2,Lung6,-0.00150038500324038,0.00227646910790964,3252,0.50984164959157,0.160068290241183
CELSR2,Lung9,0.000497544367081808,0.00071182971907896,21893,0.484573634214164,0.208759751164058
CELSR2,Lung12,-0.00110701195126622,0.000459697252847967,16548,0.0160343550426524,0.469264391144285
CELSR2,Lung13,-0.001355150252256,0.0010200913216093,13609,0.184026275123563,0.167665441069901
CENPF,Lung5,-0.000312129253963575,0.000509560146673292,37735,0.540176281995425,0.213969240500137
CENPF,Lung6,-0.00594587557289895,0.00303007735247072,3252,0.0497293035458641,0.120662026537221
CENPF,Lung9,-0.00248739243512233,0.000787436459342089,21893,0.00158393836111208,0.17721916323722
CENPF,Lung12,0.000495591231788922,0.000620055398562751,16548,0.42413428788983,0.317502331621284
CENPF,Lung13,-0.00174025507261853,0.00103899443893814,13609,0.0939456782814322,0.159756547805125
CFD,Lung5,0.00247600157965755,0.000195175645973507,37735,7.06902075578555e-37,0.851570939317863
CFD,Lung6,0.00290184649033618,0.00129539832788842,3252,0.0250831941764125,0.339221060447836
CFD,Lung9,0.00529713008485576,0.000499345572369042,21893,2.73118345778619e-26,0.355318006259675
CFD,Lung12,0.00127306127139033,0.000348177259618897,16548,0.000255822405873443,0.647322487566775
CFD,Lung13,0.00158899845924912,0.00052992222909959,13609,0.00271267373944154,0.415892139165854
CFLAR,Lung5,0.00129588945788683,0.000192265861268013,37735,1.58287142176871e-11,0.766898139059594
CFLAR,Lung6,0.00207331218390858,0.000965564912495596,3252,0.0317731429799095,0.489519424636365
CFLAR,Lung9,0.000187644282225213,0.000463550311698386,21893,0.685625930604101,0.353028668619851
CFLAR,Lung12,0.000391577797663784,0.000405535748011181,16548,0.334253658659916,0.549986265799519
CFLAR,Lung13,0.000411597357005871,0.000432400920060896,13609,0.341153656956298,0.532683618916389
CHEK1,Lung5,-0.000372852178982379,0.000359788869560075,37735,0.300058351787137,0.345822828976561
CHEK1,Lung6,-0.00123813251437752,0.00185155478739681,3252,0.503687615964418,0.215318348716
CHEK1,Lung9,-0.000779837318689262,0.000634818915840181,21893,0.219281621426463,0.240671798333951
CHEK1,Lung12,0.000403036737035948,0.000488805010028333,16548,0.409635755632336,0.441738152524021
CHEK1,Lung13,0.000349074747777316,0.000774662315788885,13609,0.652266785477016,0.250804282872929
CHEK2,Lung5,-0.000422395315785748,0.000314854473749008,37735,0.179739581021523,0.406289241400356
CHEK2,Lung6,0.00220403163432366,0.00174063522343286,3252,0.205433403387719,0.225517470899285
CHEK2,Lung9,-2.18638205801926e-05,0.000543892371728825,21893,0.967934634455204,0.296836261466556
CHEK2,Lung12,-0.000146912747800463,0.000427310646164936,16548,0.730990808141609,0.510754282785344
CHEK2,Lung13,-0.000869493366386193,0.000731145668249841,13609,0.23435293693907,0.274691712506678
CHI3L1,Lung5,0.000975113357348957,0.000294222860787144,37735,0.000919057970949544,0.492582681362182
CHI3L1,Lung6,0.00205516714451355,0.0014465963475471,3252,0.155406462749053,0.30095824712988
CHI3L1,Lung9,-0.00185716482700874,0.000504663191447538,21893,0.000233226192368083,0.335784130889615
CHI3L1,Lung12,-0.00035267915637944,0.000441522175843585,16548,0.424417893863267,0.48474632056829
CHI3L1,Lung13,0.00213488371500497,0.000467959539149144,13609,5.06416781595747e-06,0.549917369705594
CIDEA,Lung5,-0.000835395905496393,0.000365586521060203,37735,0.0223079035006851,0.328851553910625
CIDEA,Lung6,0.00263153570031884,0.00207512360566803,3252,0.204749946342252,0.173097850893228
CIDEA,Lung9,-0.000393037251107989,0.000670612798256133,21893,0.557817244261586,0.233277878179565
CIDEA,Lung12,0.000223234884617498,0.000434974132539315,16548,0.607801521052526,0.502442170592757
CIDEA,Lung13,0.000959724876210506,0.000859840828206327,13609,0.264351195497796,0.225799599467031
CIITA,Lung5,0.00137639852643754,0.0002660126958419,37735,2.28909658968174e-07,0.589485684322398
CIITA,Lung6,-0.0027607976252345,0.00131738212957911,3252,0.0361115141166348,0.367869009953516
CIITA,Lung9,0.00258669381014884,0.000611911884769461,21893,2.36583168993363e-05,0.251583577875267
CIITA,Lung12,0.000233028508401517,0.000476711172583559,16548,0.624965345422076,0.454572579670589
CIITA,Lung13,-0.000471110129651694,0.000612531740971773,13609,0.441822350497413,0.34506274325222
CLCF1,Lung5,0.000208008927762764,0.000283117141681379,37735,0.462516273820188,0.470425005295776
CLCF1,Lung6,0.00188396893978807,0.00155140407092277,3252,0.224608833279933,0.265744107822564
CLCF1,Lung9,0.000539846903944134,0.000534119783193853,21893,0.312149245844078,0.306545037021036
CLCF1,Lung12,0.00046878171180643,0.000387046233840021,16548,0.225827362353263,0.577101287804366
CLCF1,Lung13,0.000245169214031048,0.000633165933067335,13609,0.698599539732042,0.328816315982578
CLDN4,Lung5,-0.00213262229126805,0.00020265445272967,37735,6.73669841811958e-26,0.621484380319068
CLDN4,Lung6,-0.00209670391112589,0.00124828059322364,3252,0.0930208462902886,0.367285171978817
CLDN4,Lung9,-0.0029004395312467,0.000464144306251542,21893,4.13078881906709e-10,0.365153432524461
CLDN4,Lung12,-0.00116138316950688,0.000373099943385077,16548,0.00185325485965741,0.581283784013389
CLDN4,Lung13,-0.00588585080906364,0.000556781725325702,13609,4.05276574554712e-26,0.378962462060944
CLEC10A,Lung5,0.000578615696854569,0.000359923112120121,37735,0.1079208018018,0.35641951733609
CLEC10A,Lung6,0.000735254426287164,0.0025766859182891,3252,0.775376872245072,0.127749034848744
CLEC10A,Lung9,-0.000133444133946698,0.000790085992373931,21893,0.865876683202601,0.181738898121169
CLEC10A,Lung12,-0.000308923449666895,0.000477898651144465,16548,0.518007115595568,0.443368006689245
CLEC10A,Lung13,-0.00204849258220662,0.000899841044308581,13609,0.0228158052985892,0.200858911858828
CLEC12A,Lung5,-0.000532826651932521,0.00033084344314858,37735,0.10728657843944,0.388999043873717
CLEC12A,Lung6,-0.000352791249297328,0.00187282852199754,3252,0.850583877733759,0.218567323076977
CLEC12A,Lung9,0.00199321824290118,0.000676728957552418,21893,0.00322567014314932,0.227660484055236
CLEC12A,Lung12,-0.000247186892694308,0.000356096424648553,16548,0.487583637938743,0.650437170882799
CLEC12A,Lung13,0.000581393280145604,0.000747423358921095,13609,0.436649543101165,0.26815275276105
CLEC14A,Lung5,-6.68340587972142e-05,0.000336431259881716,37735,0.842531913598952,0.369658745145422
CLEC14A,Lung6,-0.000769609524164455,0.00157649929466454,3252,0.625425000887699,0.25801361788084
CLEC14A,Lung9,0.00302951813127256,0.000672533388663713,21893,6.64867990303658e-06,0.223288958974864
CLEC14A,Lung12,0.000142883329756324,0.000468216931917015,16548,0.760240634552846,0.439897042902495
CLEC14A,Lung13,0.000817936839935377,0.000888829526529682,13609,0.357447146132727,0.212597729603794
CLEC1A,Lung5,-0.000687596590018748,0.000385322250914792,37735,0.0743470755524045,0.30738823011159
CLEC1A,Lung6,0.00190837254002933,0.00221686325579344,3252,0.389324189537632,0.157868785514432
CLEC1A,Lung9,0.00262408457226728,0.000746153170261549,21893,0.000436753864244508,0.196019059966991
CLEC1A,Lung12,0.000928839129641965,0.000504177913499867,16548,0.0654335532456335,0.414925002802221
CLEC1A,Lung13,0.000648180057719576,0.000885445489242166,13609,0.464145158824129,0.205860101990898
CLEC2B,Lung5,-0.000222173664675834,0.000301149341469052,37735,0.46066489269085,0.431823160702
CLEC2B,Lung6,0.00126899169537298,0.00182077149787868,3252,0.485832366664772,0.218045363347568
CLEC2B,Lung9,0.00186550241905635,0.000669410746119612,21893,0.00532341300549852,0.224603914638484
CLEC2B,Lung12,-6.42090769520011e-05,0.000489415259646348,16548,0.895620660107018,0.425583480153289
CLEC2B,Lung13,0.00139726165003949,0.00062454188825164,13609,0.0252694496845619,0.345905615708446
CLEC2D,Lung5,0.000519830060530806,0.000309187728606449,37735,0.0927092213237744,0.442379658516413
CLEC2D,Lung6,0.00153911111144618,0.00170590934752688,3252,0.366938275389956,0.237809433782271
CLEC2D,Lung9,0.00170358749209213,0.000683341968832153,21893,0.0126660512420687,0.216434504933817
CLEC2D,Lung12,0.00029993601848714,0.000465466921922809,16548,0.519331218538344,0.460069023121852
CLEC2D,Lung13,0.00103098002411553,0.000790713307580329,13609,0.192281074473731,0.24793859289275
CLEC4A,Lung5,-0.00125353790325456,0.000298944746841064,37735,2.75035420543712e-05,0.423857645606944
CLEC4A,Lung6,-0.00259384321827238,0.00153521368135242,3252,0.0911112172836232,0.310769004519077
CLEC4A,Lung9,0.00105618493575861,0.000565622530116004,21893,0.0618602025562285,0.288478994226066
CLEC4A,Lung12,9.57978501655624e-05,0.000374383818657965,16548,0.79804242858378,0.601737306449252
CLEC4A,Lung13,0.000159929479706776,0.000691148897498726,13609,0.817006734704331,0.298054399472828
CLEC4D,Lung5,-0.00162902974348086,0.000434916787038938,37735,0.000179954198170011,0.249934344089028
CLEC4D,Lung6,-0.00203319177883146,0.00272757846209682,3252,0.456017803443507,0.126559556598999
CLEC4D,Lung9,-0.00289607285781593,0.00085379641152841,21893,0.000693857956718348,0.165696368285894
CLEC4D,Lung12,-0.000825579369049446,0.000532432544707704,16548,0.121002316838596,0.3889293302043
CLEC4D,Lung13,-0.00245142451285774,0.00103223195619098,13609,0.0175547721450659,0.162344120854898
CLEC4E,Lung5,-0.00132831892839092,0.000331285823680739,37735,6.08253535608798e-05,0.371641134743147
CLEC4E,Lung6,0.00266324767926621,0.00181696894475198,3252,0.142712590093882,0.220227920546068
